<2024-03-29 11:08:24,022> [DEBUG]: Using proactor: IocpProactor
<2024-03-29 11:11:32,817> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:33,813> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:34,211> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:35,229> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:35,623> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:36,609> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:37,005> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:38,024> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:38,421> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:39,409> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:39,809> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:40,799> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:41,193> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:42,187> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:42,578> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:43,565> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:43,968> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:44,954> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:45,358> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:46,348> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:46,748> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:47,742> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:48,145> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:49,166> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:49,564> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:50,591> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:50,994> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:51,987> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:52,463> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:53,481> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:53,877> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:54,903> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:55,299> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:56,317> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:56,714> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:57,704> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:58,104> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:11:59,120> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:11:59,516> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:00,532> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:00,929> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:01,930> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:02,404> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:03,396> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:03,793> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:04,780> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:05,179> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:06,178> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:06,573> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:07,573> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:07,974> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:08,996> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:09,396> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:10,395> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:10,793> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:11,785> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:12,183> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:13,174> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:13,572> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:14,577> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:14,970> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:15,997> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:16,466> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:17,468> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:17,866> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:18,870> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:19,269> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:20,298> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:20,695> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:21,684> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:22,083> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:23,108> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:23,506> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:24,509> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:24,908> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:25,910> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:26,307> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:27,298> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:27,628> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:28,634> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:29,033> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:30,019> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:30,416> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:31,417> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:31,817> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:32,810> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:33,205> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:34,230> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:34,629> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:35,656> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:36,056> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:37,054> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:37,452> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:38,441> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:38,839> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:39,837> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:40,235> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:41,230> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:41,699> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:42,698> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:43,096> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:44,120> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:44,596> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:45,621> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:46,018> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:47,044> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:47,522> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:48,517> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:48,914> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:49,908> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:50,310> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:51,327> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:51,729> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:52,737> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:53,132> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:54,132> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:54,530> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:55,521> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:55,918> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:56,921> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:57,315> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:58,312> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:12:58,709> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:12:59,733> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:13:00,128> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:13:01,131> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 11:13:01,606> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 11:13:02,620> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
